"sku","_store","_attribute_set","_type","_category","_root_category","_product_websites","author","book_year","color","condition","cost","country_of_manufacture","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","description","edition","format","gallery","gift_message_available","has_options","image","image_label","isbn_number","is_used","manufacturer","media_gallery","meta_description","meta_keyword","meta_title","minimal_price","msrp","msrp_display_actual_price_type","msrp_enabled","name","news_from_date","news_to_date","options_container","page_layout","price","publisher","rental_return_date","rent_price","required_options","searchindex_weight","short_description","small_image","small_image_label","special_from_date","special_price","special_to_date","status","tax_class_id","thumbnail","thumbnail_label","updated_at","url_key","url_path","visibility","weight","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
"","","","","University of Melbourne/BCMB30010 - Adv Techniques in Molecular Science","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781429298643","","Default","simple","University of Melbourne","Default Category","base","University David E Sadava ","2012","","","","Australia","2015-08-16 7:29","","","","","","10th edition","Hardback","","","0","/9/7/9781429298643.jpg","","9781429298643","","","","","","","","159.95","Use config","Use config","Life: The Science of Biology","","","Block after Info Column","","","W. H. Freeman","2016-7-10 0:00","87.97","0","","","/9/7/9781429298643.jpg","","","","","1","2","/9/7/9781429298643.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOL10002 - Biomolecules and Cells","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780070274402","","Default","simple","University of Melbourne","Default Category","base","Bruce Knox","2009","","","","Australia","2015-08-16 7:29","","","","","","4th","Hardback","","","0","/9/7/9780070274402.jpg","","9780070274402","","","","","","","","174.95","Use config","Use config","Biology: An Australian Focus","","","Block after Info Column","","148.71","McGraw-Hill Australia","2016-7-10 0:00","","0","","","/9/7/9780070274402.jpg","","","","","1","2","/9/7/9780070274402.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOL10004 - Biology of Cells and Organisms","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOL10005 - Genetics & the Evolution of Life","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781743073414","","Default","simple","University of Melbourne","Default Category","base","Bruce Knox","2014","","","","Australia","2015-08-16 7:29","","","","","","5 Rev ed","Hardback","","","0","/9/7/9781743073414.jpg","","9781743073414","","","","","","","","162.95","Use config","Use config","Biology: An Australian Focus","","","Block after Info Column","","132.00","McGraw-Hill Australia","2016-7-10 0:00","65.00","0","","","/9/7/9781743073414.jpg","","","","","1","2","/9/7/9781743073414.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOL10004 - Biology of Cells and Organisms","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOL10005 - Genetics & the Evolution of Life","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780781787444","","Default","simple","University of Melbourne","Default Category","base","""N Cary Engleberg, MD""","2012","","","","Australia","2015-08-16 7:29","","","","","","5th edition","Paperback / softback","","","0","/9/7/9780781787444.jpg","","9780781787444","","","","","","","","100.00","Use config","Use config","Schaechter's Mechanisms of Microbial Disease","","","Block after Info Column","","87.00","Lippincott Williams and Wilkins","2016-7-10 0:00","50.00","0","","","/9/7/9780781787444.jpg","","","","","1","2","/9/7/9780781787444.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOM20001 - Molecular and Cellular Biomedicine","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781455726134","","Default","simple","University of Melbourne","Default Category","base","Vinay Kumar","2014","","","","Australia","2015-08-16 7:29","","","","","","9th edition","Hardback","","","0","/9/7/9781455726134.jpg","","9781455726134","","","","","","","","136.00","Use config","Use config","Robbins & Cotran Pathologic Basis of Disease","","","Block after Info Column","","121.04","Saunders","2016-7-10 0:00","74.80","0","","","/9/7/9781455726134.jpg","","","","","1","2","/9/7/9781455726134.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BIOM20001 - Molecular and Cellular Biomedicine","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780070138438","","Default","simple","University of Melbourne","Default Category","base","Hema Wijewardena","2007","","","","Australia","2015-08-16 7:29","","","","","","2nd edition","Paperback","","","0","/9/7/9780070138438.jpg","","9780070138438","","","","","","","","47.95","Use config","Use config","Pedal Power: An Accounting Practice Set","","","Block after Info Column","","40.76","McGraw-Hill Australia","2016-7-10 0:00","","0","","","/9/7/9780070138438.jpg","","","","","1","2","/9/7/9780070138438.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BISY90009 - Managing Information Technology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781118674369","","Default","simple","University of Melbourne","Default Category","base","""R Kelly Rainer, Jr, Jr. ""","2013","","","","Australia","2015-08-16 7:29","","","","","","5th edition","Paperback / softback","","","0","/9/7/9781118674369.jpg","","9781118674369","","","","","","","","163.95","Use config","Use config","Introduction to Information Systems: Supporting and Transforming Business","","","Block after Info Column","","147.56","John Wiley & Sons Inc","2016-7-10 0:00","86.87","0","","","/9/7/9781118674369.jpg","","","","","1","2","/9/7/9781118674369.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BISY90009 - Managing Information Technology","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781925159714","","Default","simple","University of Melbourne","Default Category","base","CCH","2015","","","","Australia","2015-08-16 7:29","","","","","","2015","Paperback","","","0","/9/7/9781925159714.jpg","","9781925159714","","","","","","","","130.00","Use config","Use config","First Principles of Business Law 2015","","","Block after Info Column","","110.50","CCH","2016-7-10 0:00","","0","","","/9/7/9781925159714.jpg","","","","","1","2","/9/7/9781925159714.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BLAW10001 - First Principles of Business Law","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781925159851","","Default","simple","University of Melbourne","Default Category","base","CCH","2015","","","","Australia","2015-08-16 7:29","","","","","","16th","Paperback","","","0","/9/7/9781925159851.jpg","","9781925159851","","","","","","","","135.00","Use config","Use config","Commercial Applications of Company Law 2015 16th Edition","","","Block after Info Column","","114.75","CCH","2016-7-10 0:00","","0","","","/9/7/9781925159851.jpg","","","","","1","2","/9/7/9781925159851.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Melbourne/BLAW20001 - Corporate Law","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780864609342","","Default","simple","University of Melbourne","Default Category","base","Sadiq + Pinto","2015","","","","Australia","2015-08-16 7:29","","","","","","2015","Paperback","","","0","/9/7/9780864609342.jpg","","9780864609342","","","","","","","","180.00","Use config","Use config","Tax Kit 2 : Principles of Taxation Law 2015 + Fundamental Tax Legislation 2015","","","Block after Info Column","","149.90","Thomson Reuters","2016-7-10 0:00","","0","","","/9/7/9780864609342.jpg","","","","","1","2","/9/7/9780864609342.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
